"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"211","104647","R11317","Restaurant (Liquor)","Active","MOUYHENG CORP","MOUYHENG CORP","7365 ELMWOOD AVE, PHILADELPHIA PA 19153-1425","7365 ELMWOOD AVE, PHILADELPHIA PA 19153-1425","SOK LYHOUR","SAMKHAN TOUCH","Philadelphia County","Philadelphia City","Sep 26,2024","Oct 31,2025",-75.2439267,39.9130526
"212","67980","R13606","Restaurant (Liquor)","Active","EMPIRE 7312 LLC","EMPIRE 7312 LLC","7312-16 CASTOR AVE, PHILADELPHIA PA 19152-4205","7312-16 CASTOR AVE, PHILADELPHIA PA 19152-4205",NA,"RADAME RIVERA","Philadelphia County","Philadelphia City","Aug 30,2024","Oct 31,2025",-75.0652031,40.0526216
"213","92169","R1212","Restaurant (Liquor)","Active","MEDUSA PIZZA PORT RICHMOND INC","MEDUSA PIZZA PORT RICHMOND INC","2327-35 GAUL ST, PHILADELPHIA PA 19125","2327-35 GAUL ST, PHILADELPHIA PA 19125","VULCANO LLC","RICHARD DURANTE","Philadelphia County","Philadelphia City","Sep 12,2024","Oct 31,2025",-75.124111,39.976977
"214","105781","R6728","Restaurant (Liquor)","Active","GEC RITTENHOUSE LLC","GEC RITTENHOUSE LLC","30 S 17TH ST STE 110, PHILADELPHIA PA 19103","30 S 17TH ST STE 110, PHILADELPHIA PA 19103","30 SOUTH 17 PROPERTY OWNER LLC","STEPHEN JAMES SLAUGHTER","Philadelphia County","Philadelphia City","Sep 12,2024","Oct 31,2025",-75.1690271,39.9526345
"215","115215","R442","Restaurant (Liquor)","Active","7645 CAPITAL BEER LLC","7645 CAPITAL BEER LLC","7681 FRANKFORD AVE, PHILADELPHIA PA 19136-3634","7681 FRANKFORD AVE, PHILADELPHIA PA 19136-3634","7645 REAL ESTATE LLC","JUAN CANAHUATE-CRUZ","Philadelphia County","Philadelphia City","Sep 12,2024","Oct 31,2025",-75.0334577,40.0392638
"216","65347","R11426","Restaurant (Liquor)","Active","THE ARTS BAR LLC","THE ARTS BAR LLC","1200 CALLOWHILL ST, PHILADELPHIA PA 19123-3604","1200 CALLOWHILL ST, PHILADELPHIA PA 19123-3604",NA,"LINDZEY SCOTT","Philadelphia County","Philadelphia City","Jan 13,2025","Oct 31,2025",-75.158835,39.9588669
"217","67685","R2347","Restaurant (Liquor)","Active","900 PUBLIC LEDGER LLC","DOWN TOWN CLUB","150 SOUTH INDEPENDENCE MALL WEST P O BOX 40206, PHILADELPHIA PA 19106","150 SOUTH INDEPENDENCE MALL WEST P O BOX 40206, PHILADELPHIA PA 19106",NA,"PETER COMAS","Philadelphia County","Philadelphia City","Dec 13,2024","Oct 31,2025",-75.1513458,39.9489285
"218","94900","R13616","Restaurant (Liquor)","Active","4TH RAIL LLC","4TH RAIL LLC","923 N WATTS ST, PHILADELPHIA PA 19123-1009","923 N WATTS ST, PHILADELPHIA PA 19123-1009","923-29 N WATTS ST LLC","GAVIN J DIRUSSO","Philadelphia County","Philadelphia City","Dec 13,2024","Oct 31,2025",-75.1584847,39.970803
"219","82296","R7045","Restaurant (Liquor)","Active","CHEN SIX PACK INC","CHEN SIX PACK INC","7015 ROOSEVELT BLVD UNIT B, PHILADELPHIA PA 19149-1430","7015 ROOSEVELT BLVD UNIT B, PHILADELPHIA PA 19149-1430","7015 ROOSEVELT LLC","XIU MEI CHEN","Philadelphia County","Philadelphia City","Aug 26,2024","Oct 31,2025",-75.057282,40.040898
"220","93512","R2227","Restaurant (Liquor)","Active","VICTOR'S II SPORTS BAR","VICTOR'S II SPORTS BAR","5207-09-11 FRANKFORD AVE, PHILADELPHIA PA 19124-1910","5207-09-11 FRANKFORD AVE, PHILADELPHIA PA 19124-1910","BRIDGE J J LLC","JASON LIN","Philadelphia County","Philadelphia City","Nov 8,2024","Oct 31,2025",-75.077746,40.0223723
"221","57409","R3783","Restaurant (Liquor)","Active","JOYCELAIN INC","JOYCELAIN INC","5500 RISING SUN AVE, PHILADELPHIA PA 19120-3011","5500 RISING SUN AVE, PHILADELPHIA PA 19120-3011",NA,"MICHAEL S BROWN","Philadelphia County","Philadelphia City","Oct 22,2024","Oct 31,2025",-75.1162613,40.0331819
"222","92203","R514","Restaurant (Liquor)","Active","PENANG PHILLY LLC","PENANG PHILLY LLC","117-119 N 10TH ST, PHILADELPHIA PA 19107-2402","117 N 10TH ST, PHILADELPHIA PA 19107","HENG DA 117 LLC","LISA L TAING","Philadelphia County","Philadelphia City","Sep 27,2024","Oct 31,2025",-75.155929,39.954061
"223","107488","R631","Restaurant (Liquor)","Active","ALEKSANDAR LLC","ALEKSANDAR LLC","124-126 S 19TH ST, PHILADELPHIA PA 19103-4648","124-126 S 19TH ST, PHILADELPHIA PA 19103-4648","124 S 19TH STREET LLC","ALEKSANDAR STOJNIC","Philadelphia County","Philadelphia City","Oct 15,2024","Oct 31,2025",-75.172311,39.9510049
"224","95807","R4586","Restaurant (Liquor)","Active","NEW LEAF CHINESE AND JAPANESE CUISINE II LLC","NEW LEAF CHINESE AND JAPANESE CUISINE II LLC","4258 MAIN ST, PHILADELPHIA PA 19127-1626","4258 MAIN ST, PHILADELPHIA PA 19127-1626","4258 MAIN STREET LP","DAFU WENG","Philadelphia County","Philadelphia City","Oct 11,2024","Oct 31,2025",-75.2220501,40.0246692
"225","106930","R7837","Restaurant (Liquor)","Active","OHB PA LLC","OTHER HALF BREWERY","1000-1002 CANAL ST, PHILADELPHIA PA 19123","1000-1002 CANAL ST, PHILADELPHIA PA 19123","AP 33-51 LAUREL ST LLC","TRAVIS R GRETH","Philadelphia County","Philadelphia City","Sep 25,2024","Oct 31,2025",-75.1349367,39.9647653
"226","12307","R6584","Restaurant (Liquor)","Active","KIM'S RESTAURANT, INC.","KIM'S RESTAURANT, INC.","5941-55 N 5TH ST, PHILADELPHIA PA 19120","5941-55 N 5TH ST, PHILADELPHIA PA 19120",NA,"YOUNGGU KIM","Philadelphia County","Philadelphia City","Aug 13,2024","Oct 31,2025",-75.1289907,40.0421959
"227","24030","R11306","Restaurant (Liquor)","Active","SEAFOOD BAY, INC.","SEAFOOD BAY, INC.","8006 FRANKFORD AVE, PHILADELPHIA PA 19136-2630","8006 FRANKFORD AVE, PHILADELPHIA PA 19136-2630",NA,"GURVINDER SINGH","Philadelphia County","Philadelphia City","Nov 1,2024","Oct 31,2025",-75.0280977,40.0416356
"228","14816","R11240","Restaurant (Liquor)","Active","STARBOARD SIDE, INC.","STARBOARD SIDE","2500 E NORRIS ST, PHILADELPHIA PA 19125-3521","2500 E NORRIS ST, PHILADELPHIA PA 19125-3521",NA,"KEVIN R O'DONNELL","Philadelphia County","Philadelphia City","Sep 26,2024","Oct 31,2025",-75.1261618,39.9759531
"229","28723","R14274","Restaurant (Liquor)","Active","FEZ FINE MOROCCAN CUISINE, INC.","FEZ FINE MOROCCAN CUISINE, INC.","620 S 2ND ST, PHILADELPHIA PA 19147","620 S 2ND ST, PHILADELPHIA PA 19147",NA,"TONY E SAWAN","Philadelphia County","Philadelphia City","Oct 21,2024","Oct 31,2025",-75.1459327,39.9405906
"230","72393","R8972","Restaurant (Liquor)","Active","ORTNOLIBS LLC","ORTNOLIBS LLC","847 N 3RD ST, PHILADELPHIA PA 19123-2203","847 N 3RD ST, PHILADELPHIA PA 19123-2203",NA,"KYLE COSTILL","Philadelphia County","Philadelphia City","Oct 15,2024","Oct 31,2025",-75.1421716,39.9645753
"231","114051","R4929","Restaurant (Liquor)","Active","MR PIG PHILLY LLC","MR PIG PHILLY LLC","1001-11 VINE ST & 314 N 10TH ST, PHILADELPHIA PA 19107","1001-11 VINE ST & 314 N 10TH ST, PHILADELPHIA PA 19107","EASTERN TOWER QALICB  LLC","ISAAC KIM","Philadelphia County","Philadelphia City","Aug 14,2024","Oct 31,2025",-118.3268316,34.0891682
"232","66646","R7808","Restaurant (Liquor)","Active","BHMK ENTERPRISES LLC","BHMK ENTERPRISES LLC","1308 FRANKFORD AVE, PHILADELPHIA PA 19125","1308 FRANKFORD AVE, PHILADELPHIA PA 19125",NA,"BRAD HELDER","Philadelphia County","Philadelphia City","Sep 18,2024","Oct 31,2025",-75.1345917,39.9705167
"233","43784","R6425","Restaurant (Liquor)","Active","SWAN WATERFALL CATERERS, INC.","WATERFALL ROOM","2015 S WATER ST, PHILADELPHIA PA 19148-2707","2015 S WATER ST, PHILADELPHIA PA 19148-2707",NA,"CARMINE D'AQUILANTE","Philadelphia County","Philadelphia City","Nov 26,2024","Oct 31,2025",-75.1467941,39.9221116
"234","50906","R4910","Restaurant (Liquor)","Active","WASHINGTON SQUARE RESTAURANT PARTNERS LP","WASHINGTON SQUARE RESTAURANT PARTNERS LP","210 W WASHINGTON SQ, PHILADELPHIA PA 19106-3501","210 W WASHINGTON SQ, PHILADELPHIA PA 19106-3501",NA,"HANNAH G GREENBLATT","Philadelphia County","Philadelphia City","Apr 21,2025","Oct 31,2025",-75.1523491,39.9470963
"235","65706","R9048","Restaurant (Liquor)","Active","SOILENT FRANCINE'S LLC","DIRTY FRANK'S BAR","347-349 S 13TH ST, PHILADELPHIA PA 19107-5918","347-349 S 13TH ST, PHILADELPHIA PA 19107-5918",NA,"JODY SWEITZER","Philadelphia County","Philadelphia City","Aug 6,2024","Oct 31,2025",-75.1627934,39.945388
"236","116309","R6846","Restaurant (Liquor)","Active","LAUREL RESTAURANT GROUP LLC","DEAR DAPHNE","1930 SANSOM ST, PHILADELPHIA PA 19103","1525 SANSOM ST 2ND FL, PHILADELPHIA PA 19102-2803","1911 WALNUT STREET LLC","LUKE A KINGSLEY","Philadelphia County","Philadelphia City","Dec 20,2024","Oct 31,2025",-75.1733807,39.9511133
"237","64292","R8724","Restaurant (Liquor)","Active","TAI & DELAN, INC","TAI & DELAN, INC","2349-51 N 26TH ST, PHILADELPHIA PA 19132-4611","2349-51 N 26TH ST, PHILADELPHIA PA 19132-4611",NA,"STEVEN SOK","Philadelphia County","Philadelphia City","Oct 21,2024","Oct 31,2025",-75.174786,39.9917299
"238","63358","R3981","Restaurant (Liquor)","Active","MILKBOY CENTER CITY LLC","MILKBOY CENTER CITY LLC","1100 CHESTNUT ST, PHILADELPHIA PA 19107-4802","1100 CHESTNUT ST, PHILADELPHIA PA 19107-4802",NA,"ANNA J REED","Philadelphia County","Philadelphia City","Jan 16,2025","Oct 31,2025",-75.1587905,39.9500483
"239","69674","R8627","Restaurant (Liquor)","Active","SWEET LUCY'S SMOKEHOUSE LLC","SWEET LUCY'S","7500 STATE RD, PHILADELPHIA PA 19136-3402","7500 STATE RD, PHILADELPHIA PA 19136-3402",NA,"JAMES HIGGINS","Philadelphia County","Philadelphia City","Jan 14,2025","Oct 31,2025",-75.0268618,40.0286789
"240","69985","R13700","Restaurant (Liquor)","Active","5990 JULIA LLC","5990 JULIA LLC","5990 OXFORD AVE, PHILADELPHIA PA 19149-3620","5990 OXFORD AVE, PHILADELPHIA PA 19149-3620",NA,"JULIA UM","Philadelphia County","Philadelphia City","Aug 8,2024","Oct 31,2025",-75.0882079,40.0363886
"241","66005","R22","Restaurant (Liquor)","Active","SNYDER SUPERMARKET INC","KIM'S HOUSE","2704 SNYDER AVE, PHILADELPHIA PA 19145-2521","2704 SNYDER AVE, PHILADELPHIA PA 19145-2521",NA,"RAMON PEREZ","Philadelphia County","Philadelphia City","Aug 21,2024","Oct 31,2025",-75.191095,39.926846
"242","60700","R7839","Restaurant (Liquor)","Active","CAZADORES INC","CAZADORES INC","6613 FRANKFORD AVE, PHILADELPHIA PA 19135","714 CHESTNUT ST, PHILADELPHIA PA 19106-3201",NA,"AGUSTIN MATA","Philadelphia County","Philadelphia City","Aug 21,2024","Oct 31,2025",-75.0540418,40.0308426
"243","84992","R7418","Restaurant (Liquor)","Active","FSC FARM TO TABLE RESTAURANT LLC","FSC FARM TO TABLE RESTAURANT LLC","1247-53 N FRONT ST, PHILADELPHIA PA 19122","800 N 2ND ST  #183, PHILADELPHIA PA 19123-3038","FRONT STREET DEVELOPMENT LLC","LIAM T LARKIN","Philadelphia County","Philadelphia City","Sep 13,2024","Oct 31,2025",-75.13556,39.970126
"244","9597","R759","Restaurant (Liquor)","Active","G A N INC","G A N INC","1700 W ALLEGHENY AVE, PHILADELPHIA PA 19132-1605","1700 W ALLEGHENY AVE, PHILADELPHIA PA 19132-1605",NA,"LENG TAING","Philadelphia County","Philadelphia City","Sep 17,2024","Oct 31,2025",-75.1578899,40.0019971
"245","87424","R1463","Restaurant (Liquor)","Active","WALNUT RESTO LLC","WALNUT RESTO LLC","1121 WALNUT ST, PHILADELPHIA PA 19107-4915","815 LINCOLN AVE, PALMYRA NJ 08065",NA,"GORDANA KOSTOVSKI","Philadelphia County","Philadelphia City","Nov 1,2024","Oct 31,2025",-75.1599876,39.9489762
"246","102554","R8470","Restaurant (Liquor)","Active","VIZION1928 LLC","LB'S LOUNGE","5452-5454 N 5TH ST, PHILADELPHIA PA 19120-2802","5452-5454 N 5TH ST, PHILADELPHIA PA 19120-2802","Nguyet  Thi Anh  Tran","PATRICIA  E BLYTHE","Philadelphia County","Philadelphia City","Nov 1,2024","Oct 31,2025",-75.1311304,40.0349935
"247","69835","R8542","Restaurant (Liquor)","Active","UNION TRUST EVENTS INC","UNION TRUST EVENTS INC","715-717 CHESTNUT ST, PHILADELPHIA PA 19106-2315","715-717 CHESTNUT ST, PHILADELPHIA PA 19106-2315",NA,"MICHELLE FINLEY","Philadelphia County","Philadelphia City","Oct 22,2024","Oct 31,2025",-75.153009,39.94984
"248","31720","R8087","Restaurant (Liquor)","Active","LAIM ENTERPRISES, INC.","LAIM ENTERPRISES, INC.","516 S 52ND ST, PHILADELPHIA PA 19143-1509","516 S 52ND ST, PHILADELPHIA PA 19143-1509",NA,"SIENG HONG","Philadelphia County","Philadelphia City","Aug 8,2024","Oct 31,2025",-75.2269387,39.9515994
"249","94388","R663","Restaurant (Liquor)","Active","1500 G & G INC","1500 G & G INC","1500 S BAILEY ST, PHILADELPHIA PA 19146-4414","1500 S BAILEY ST, PHILADELPHIA PA 19146-4414","THOMAS  P BARR","SAROM SOB","Philadelphia County","Philadelphia City","Aug 12,2024","Oct 31,2025",-75.188566,39.9342533
"250","95199","R3942","Restaurant (Liquor)","Active","CHANCELLOR 218 LLC","CHANCELLOR 218 LLC","218 S 16TH ST, PHILADELPHIA PA 19102-3301","1209 ORANGE ST, WILMINGTON DE 19801-1120","CHANCELLOR INVESTMENT HOLDINGS, LLC","SHAVON P MCKENNA","Philadelphia County","Philadelphia City","Oct 30,2024","Oct 31,2025",-75.1678106,39.949177
"251","65859","R8010","Restaurant (Liquor)","Active","THE UNION SLRK INC","THE UNION SLRK INC","1506-10 SOUTH ST, PHILADELPHIA PA 19146-1636","1506-10 SOUTH ST, PHILADELPHIA PA 19146-1636",NA,"HEATHER R FETFATZES","Philadelphia County","Philadelphia City","Sep 10,2024","Oct 31,2025",-75.1675459,39.9437286
"252","52424","R7859","Restaurant (Liquor)","Active","REAL ENTERTAINMENT-PHILADELPHIA, INC.","WORLD CAFE LIVE","3025 WALNUT ST, PHILADELPHIA PA 19104-3402","3025 WALNUT ST, PHILADELPHIA PA 19104-3402",NA,"KERRI D PARK","Philadelphia County","Philadelphia City","Aug 23,2024","Oct 31,2025",-75.18511,39.9521957
"253","107664","R362","Restaurant (Liquor)","Active","HUA GUI LLC","HUA GUI LLC","180 W GIRARD AVE UNIT 106A, PHILADELPHIA PA 19123-1660","180 W GIRARD AVE UNIT 106A, PHILADELPHIA PA 19123-1660","SUP I SCHMIDTS LLC","XIAOQIAN WU","Philadelphia County","Philadelphia City","Sep 9,2024","Oct 31,2025",-75.1390321,39.9684394
"254","120842","R15517","Restaurant (Liquor)","Active","ADAMS FAMILY TAVERN, INC","ADAMS FAMILY TAVERN, INC","4690 CASTOR AVE, PHILADELPHIA PA 19124-2473","4690 CASTOR AVE, PHILADELPHIA PA 19124-2473","RAGNAR CASTOR REAL ESTATE LLC","ROSANELIS BENITEZ","Philadelphia County","Philadelphia City","Aug 16,2024","Oct 31,2025",-75.09405,40.0224882
"255","9477","R547","Restaurant (Liquor)","Active","PEMAR INC.","PEMAR INC.","1322 W OLNEY AVE, PHILADELPHIA PA 19141-3107","1322 W OLNEY AVE, PHILADELPHIA PA 19141-3107",NA,"PETER JACQUINTO","Philadelphia County","Philadelphia City","Oct 3,2024","Oct 31,2025",-75.1434237,40.0385748
"256","70673","R4865","Restaurant (Liquor)","Active","COMLY ROAD HOLDINGS LLC","COMLY ROAD HOLDINGS LLC","2711 COMLY RD, PHILADELPHIA PA 19154-2101","2711 COMLY RD, PHILADELPHIA PA 19154-2101",NA,"ROMAN JAREMA","Philadelphia County","Philadelphia City","Sep 4,2024","Oct 31,2025",-75.0005746,40.1043516
"257","72852","R1422","Restaurant (Liquor)","Active","MOMS ORGANIC MARKET INC","MOMS ORGANIC MARKET","34 S 11TH ST, PHILADELPHIA PA 19107-4912","1500 MARKET ST STE W-3110, PHILADELPHIA PA 19102-2100",NA,"HANNAH J ROKOVICH","Philadelphia County","Philadelphia City","Oct 18,2024","Oct 31,2025",-75.158684,39.9508991
"258","117404","R6102","Restaurant (Liquor)","Active","THE-GOOD THE-BAD THE-UGLY LLC","SAMUEL GRITZ PUBLIC HOUSE","627-29 S 2ND ST, PHILADELPHIA PA 19147","627-29 S 2ND ST, PHILADELPHIA PA 19147","627-29 S 2ND LLC","FRANK W BELL III","Philadelphia County","Philadelphia City","Sep 26,2024","Oct 31,2025",-75.1456324,39.9404215
"259","117862","R9023","Restaurant (Liquor)","Active","I & D REALTY LIQUOR LLC","THE BRASS TAP","177 MARKEL ST, PHILADELPHIA PA 19127","3164 ALMOND ST, PHILADELPHIA PA 19134","IZAK P & DANIELLE C DU PLOOY","IZAK P DU PLOOY","Philadelphia County","Philadelphia City","Oct 4,2024","Oct 31,2025",-75.2144267,40.0226572
"260","69132","R11083","Restaurant (Liquor)","Active","SECOND STREET VENTURES LLC","SECOND STREET VENTURES LLC","16-18 S 2ND ST 2ND FL, PHILADELPHIA PA 19106-1334","16-18 S 2ND ST 2ND FL, PHILADELPHIA PA 19106-1334",NA,"JEMIL ATLIG","Philadelphia County","Philadelphia City","Oct 24,2024","Oct 31,2025",-75.1439942,39.9495471
"261","94982","R1363","Restaurant (Liquor)","Active","DAILY PINT INC","DAILY PINT INC","216 S 11TH ST, PHILADELPHIA PA 19107-5501","216 S 11TH ST, PHILADELPHIA PA 19107-5501","DELANCEY WALNUT 2016 LLC","LINDSAY  G BROWN","Philadelphia County","Philadelphia City","Oct 30,2024","Oct 31,2025",-75.1592213,39.9480985
"262","41389","R272","Restaurant (Liquor)","Active","ROUGE 98, INC.","ROUGE 98","205 S 18TH ST, PHILADELPHIA PA 19103-5956","205 S 18TH ST, PHILADELPHIA PA 19103-5956",NA,"JAN BASS","Philadelphia County","Philadelphia City","Sep 24,2024","Oct 31,2025",-75.1705367,39.9497043
"263","106318","R3087","Restaurant (Liquor)","Active","SMALLS 1643 INC","SMALLS 1643 INC","1643-45-47 HUNTING PARK AVE, PHILADELPHIA PA 19140-2909","1643-45-47 HUNTING PARK AVE, PHILADELPHIA PA 19140-2909","SMALLS 1643 INC","LAWRENCE B SMALLS","Philadelphia County","Philadelphia City","Nov 6,2024","Oct 31,2025",-75.1543546,40.0159265
"264","54030","R365","Restaurant (Liquor)","Active","DAVE & BUSTERS OF PENNSYLVANIA INC","DAVE & BUSTER'S GRAND SPORTS CAFE","1995 FRANKLIN MILLS CIR ANCHOR B, PHILADELPHIA PA 19154-3136","1995 FRANKLIN MILLS CIR ANCHOR B, PHILADELPHIA PA 19154-3136",NA,"MAURICE J VISSER","Philadelphia County","Philadelphia City","Oct 22,2024","Oct 31,2025",-74.9608792,40.0917644
"265","72758","R6604","Restaurant (Liquor)","Active","TOWN LAYING THERE LLC","TOWN LAYING THERE LLC","1901 S 9TH ST FL 8, PHILADELPHIA PA 19148-2366","1315 WALNUT ST STE 1002, PHILADELPHIA PA 19107-4721",NA,"IAN T KINGSBERY","Philadelphia County","Philadelphia City","Dec 9,2024","Oct 31,2025",-75.159828,39.9252954
"266","72547","R7120","Restaurant (Liquor)","Active","3401 JA INC","3401 JA INC","3401 N WATER ST, PHILADELPHIA PA 19134-1639","3401 N WATER ST, PHILADELPHIA PA 19134-1639",NA,"JOSE RIVERA","Philadelphia County","Philadelphia City","Dec 13,2024","Oct 31,2025",-75.1271588,40.001537
"267","11264","R4057","Restaurant (Liquor)","Active","TAURUS INVESTMENT GROUP INC","PHILADELPHIA BAR & GRILL","410-412 W GIRARD AVE, PHILADELPHIA PA 19123-1412","410-412 W GIRARD AVE, PHILADELPHIA PA 19123-1412",NA,"JAMES C BYGOTT","Philadelphia County","Philadelphia City","Nov 6,2024","Oct 31,2025",-75.1435349,39.9697765
"268","45696","R3203","Restaurant (Liquor)","Active","CURRANS IRISH INN, INC.","CURRANS IRISH INN, INC.","6900 STATE RD, PHILADELPHIA PA 19135-1509","6900 STATE RD, PHILADELPHIA PA 19135-1509",NA,"GERALD CURRAN","Philadelphia County","Philadelphia City","Aug 22,2024","Oct 31,2025",-75.0400865,40.022085
"269","110210","R261","Restaurant (Liquor)","Active","EDGEMONT GROUP LLC","LAROMA","2620 E ALLEGHENY AVE, PHILADELPHIA PA 19134-5114","2620 E ALLEGHENY AVE, PHILADELPHIA PA 19134-5114","PRZEMYSLAW & DOROTA RESPOND","JOSE J GARCIA HERNANDEZ","Philadelphia County","Philadelphia City","Sep 25,2024","Oct 31,2025",-75.103573,39.9849604
"270","71232","R8527","Restaurant (Liquor)","Active","4711 D ST INC","4711 D ST INC","4709-4711 D ST, PHILADELPHIA PA 19120-4516","4709-4711 D ST, PHILADELPHIA PA 19120-4516",NA,"XUNSHOU LIN","Philadelphia County","Philadelphia City","Jul 10,2024","Oct 31,2025",-75.1160429,40.0210239
"271","59410","R9555","Restaurant (Liquor)","Active","MOJO GRILL INC","MOJO GRILL INC","4243 MAIN ST, PHILADELPHIA PA 19127-1602","4243 MAIN ST, PHILADELPHIA PA 19127-1602","MAIN STREET PROPERTIES LP","JOSEPH M ABRUZZO","Philadelphia County","Philadelphia City","Jul 8,2024","Oct 31,2025",-75.2210094,40.0245693
"272","83667","R15439","Restaurant (Liquor)","Active","29FLORA LLC","OTTOS TAPROOM","1216 N 29TH ST, PHILADELPHIA PA 19121-4538","1216 N 29TH ST, PHILADELPHIA PA 19121-4538","BREWERYTOWN INVESTMENTS LLC","GABRIEL A JACKSON","Philadelphia County","Philadelphia City","Apr 21,2025","Oct 31,2025",-75.1835753,39.9751461
"273","64527","R210","Restaurant (Liquor)","Active","LA CUEVA BAR INC","LA CUEVA BAR INC","2965 N 3RD ST, PHILADELPHIA PA 19133-3206","2965 N 3RD ST, PHILADELPHIA PA 19133-3206",NA,"LYDIA RIVERA","Philadelphia County","Philadelphia City","Sep 17,2024","Oct 31,2025",-75.1361434,39.9961846
"274","62854","R7578","Restaurant (Liquor)","Active","PIRANHA SUSHI, LLC","PIRANHA SUSHI, LLC","204-206 S QUINCE ST, PHILADELPHIA PA 19107-5534","204-206 S QUINCE ST, PHILADELPHIA PA 19107-5534",NA,"ROBERT PORTER","Philadelphia County","Philadelphia City","Jul 23,2024","Oct 31,2025",-75.1599876,39.9483481
"275","12815","R7589","Restaurant (Liquor)","Safekeeping","BERNHARDT & O'MALLEY CORP.","BERNHARDT & O'MALLEY CORP.","2026 S 3RD ST, PHILADELPHIA PA 19148-2643","3017 S 15TH ST, PHILADELPHIA PA 19145",NA,"CAROLANN T SIMON","Philadelphia County","Philadelphia City","Feb 26,2025","Oct 31,2025",-75.1511297,39.922393
"276","51824","R6793","Restaurant (Liquor)","Safekeeping","SAPPHIRE L.R., INC.","SAPPHIRE L.R., INC.","4137-41 MAIN ST, PHILADELPHIA PA 19127-2102","4137-41 MAIN ST, PHILADELPHIA PA 19127-2102",NA,"GUIDO ABBATE","Philadelphia County","Philadelphia City","Nov 6,2024","Oct 31,2025",-75.2189499,40.0229602
"277","120919","R5341","Restaurant (Liquor)","Safekeeping","WHITE PLUMERIA LLC","THE TUNNEL","256-258 E ALLEGHENY AVE, PHILADELPHIA PA 19134-2237","256-258 E ALLEGHENY AVE, PHILADELPHIA PA 19134-2237","C&V UNICA LLC","BANYENH Y THIVARATH","Philadelphia County","Philadelphia City","Sep 9,2024","Oct 31,2025",-75.1256427,39.99779
"278","96216","R42802","Restaurant (Liquor)","Safekeeping","448 RESTAURANT PARTNERS LLC","448 N 10TH ST","448 N 10TH ST, PHILADELPHIA PA 19123","429 N 13TH ST 1A, PHILADELPHIA PA 19123","SA BUTTONWOOD LP","LORENA S FONT","Philadelphia County","Philadelphia City","Nov 12,2024","Oct 31,2025",-75.1549894,39.9604803
"279","10301","R2006","Restaurant (Liquor)","Safekeeping","MERMAID BAR INC.","MERMAID BAR","6745 GERMANTOWN AVE, PHILADELPHIA PA 19119-2109","6745 GERMANTOWN AVE, PHILADELPHIA PA 19119-2109",NA,"MICHAEL I ROSENBERG","Philadelphia County","Philadelphia City","May 1,2025","Oct 31,2025",-75.1858044,40.0531298
"280","113981","R1337","Restaurant (Liquor)","Safekeeping","SALVATORE DANGELO LLC","SALVATORE DANGELO LLC","39-41 S 19TH ST, PHILADELPHIA PA 19103-3718","1923 SPRUCE ST APT 1M, PHILADELPHIA PA 19103","SALVATORE D'ANGELO","SALVATORE D'ANGELO","Philadelphia County","Philadelphia City","Jan 17,2025","Oct 31,2025",-75.1715652,39.952231
"281","64147","R9079","Restaurant (Liquor)","Safekeeping","LA PRECIOSA INC","LA PRECIOSA INC","2111-13-15 GERMANTOWN AVE, PHILADELPHIA PA 19122-1423","2111-13-15 GERMANTOWN AVE, PHILADELPHIA PA 19122-1423","ROSA RODRIGUEZ","ROSA RODRIGUEZ","Philadelphia County","Philadelphia City","Mar 26,2025","Oct 31,2025",-75.1409154,39.9716503
"282","69670","R13765","Restaurant (Liquor)","Safekeeping","738 MOC INC","738 MOC INC","738-42 S 11TH ST, PHILADELPHIA PA 19147-2651","738-42 S 11TH ST, PHILADELPHIA PA 19147-2651",NA,"SUSAN MARIE FREEMAN","Philadelphia County","Philadelphia City","Jun 9,2025","Oct 31,2025",-75.1609129,39.941065
"283","127109","R7349","Restaurant (Liquor)","Safekeeping","926 ARCH ASSOCIATES LLC","926 ARCH ASSOCIATES LLC","926 ARCH ST, PHILADELPHIA PA 19107-1852","917 ARCH ST UNIT 102, PHILADELPHIA PA 19107","DA FUHAO REAL ESTATE INC","KEVIN REN","Philadelphia County","Philadelphia City","Jan 10,2025","Oct 31,2025",-75.1557922,39.9532187
"284","130972","SO60874","Special Occasion Permit","Active","MEXICAN CULTURAL EXPRESSIONS NATIONAL SOCIETY INC","MEXICAN CULTURAL EXPRESSIONS NATIONAL SOCIETY INC","65 CRYSTAL ST FL 2, NORTH ARLINGTON NJ 07031-5611","65 CRYSTAL ST FL 2, NORTH ARLINGTON NJ 07031-5611",NA,NA,"Philadelphia County","Philadelphia City","Jun 4,2025","Dec 31,2025",-74.1328734,40.7922661
"285","120681","SO56017","Special Occasion Permit","Active","NATIONAL LIBERTY MUSEUM","NATIONAL LIBERTY MUSEUM","321 CHESTNUT ST, PHILADELPHIA PR 19106-2707","321 CHESTNUT ST, PHILADELPHIA PR 19106-2707",NA,NA,"Philadelphia County","Philadelphia City","Apr 28,2025","Dec 31,2025",-75.1468394,39.9490658
